Date,mat,rat,oat,supply_vfd_speed
1/13/2023 11:38,41,47,43,0
1/13/2023 11:53,40,46,44,0
1/13/2023 12:08,41,45,45,0
1/13/2023 12:23,40,46,46,0
1/13/2023 12:38,39,45,45,0
1/13/2023 12:53,40,46,44,0
1/13/2023 13:08,39,45,43,0
1/13/2023 13:23,38,46,42,0
1/13/2023 13:38,39,45,41,0
1/13/2023 13:53,40,44,42,0
1/13/2023 14:08,41,45,43,0
1/13/2023 14:23,42,46,44,0
1/13/2023 14:38,41,47,45,0
1/13/2023 14:53,40,48,46,0
1/13/2023 15:08,41,47,45,0
1/13/2023 15:23,42,46,46,0
1/13/2023 15:38,41,45,47,0
1/13/2023 15:53,42,46,48,0
1/13/2023 16:08,43,45,47,0
1/13/2023 16:23,44,46,48,0
1/13/2023 16:38,45,45,49,0
1/13/2023 16:53,44,44,50,0
1/13/2023 17:08,43,45,49,0
1/13/2023 17:23,42,44,50,0
1/13/2023 17:38,41,43,51,0
1/13/2023 17:53,42,42,52,0
1/13/2023 18:08,41,43,51,0
1/13/2023 18:23,40,44,50,0
1/13/2023 18:38,39,43,51,0
1/13/2023 18:53,38,42,52,0
1/13/2023 19:08,37,43,51,0
1/13/2023 19:23,38,42,52,0
1/13/2023 19:38,39,43,51,0
1/13/2023 19:53,38,44,50,0
1/13/2023 20:08,39,43,51,0
1/13/2023 20:23,40,42,50,0
1/13/2023 20:38,41,41,49,0
1/13/2023 20:53,40,40,50,0
1/13/2023 21:08,39,41,51,0
1/13/2023 21:23,40,40,52,0
1/13/2023 21:38,41,41,53,0
1/13/2023 21:53,40,40,54,0
1/13/2023 22:08,39,41,55,0
1/13/2023 22:23,40,40,54,0
1/13/2023 22:38,39,39,55,0
1/13/2023 22:53,40,38,56,0
1/13/2023 23:08,41,37,57,0
1/13/2023 23:23,42,38,56,0
1/13/2023 23:38,41,39,57,0
1/13/2023 23:53,42,40,56,0
1/14/2023 0:08,41,41,55,0
1/14/2023 0:23,40,40,54,0
1/14/2023 0:38,41,41,53,0
1/14/2023 0:53,40,40,54,0
1/14/2023 1:08,39,39,55,0
1/14/2023 1:23,38,38,56,0
1/14/2023 1:38,39,37,55,0
1/14/2023 1:53,38,38,56,0
1/14/2023 2:08,39,37,57,0
1/14/2023 2:23,38,38,56,0
1/14/2023 2:38,37,37,57,0
1/14/2023 2:53,36,36,58,0
1/14/2023 3:08,37,37,59,0
1/14/2023 3:23,38,38,58,0
1/14/2023 3:38,39,37,59,0
1/14/2023 3:53,40,36,58,0
1/14/2023 4:08,41,35,57,0
1/14/2023 4:23,42,36,58,0
1/14/2023 4:38,41,35,57,0
1/14/2023 4:53,40,34,58,0
1/14/2023 5:08,39,33,57,0
1/14/2023 5:23,38,32,56,0
1/14/2023 5:38,37,33,55,0
1/14/2023 5:53,38,34,56,0
1/14/2023 6:08,37,35,57,0
1/14/2023 6:23,38,36,58,0
1/14/2023 6:38,39,37,59,0
1/14/2023 6:53,40,36,58,0
1/14/2023 7:08,39,37,59,0
1/14/2023 7:23,38,38,58,0
1/14/2023 7:38,39,39,57,0
1/14/2023 7:53,40,38,58,0
1/14/2023 8:08,41,39,57,0
1/14/2023 8:23,42,38,58,0
1/14/2023 8:38,43,39,57,0
1/14/2023 8:53,44,40,56,0
1/14/2023 9:08,43,41,55,0
1/14/2023 9:23,42,40,54,0
1/14/2023 9:38,43,41,55,0
1/14/2023 9:53,42,40,56,0
1/14/2023 10:08,43,39,55,0
1/14/2023 10:23,44,38,54,0
1/14/2023 10:38,45,39,55,0
1/14/2023 10:53,44,40,56,0
1/14/2023 11:08,43,39,55,0
1/14/2023 11:23,42,40,56,0
1/14/2023 11:38,43,41,57,0
1/14/2023 11:53,42,40,58,0
1/14/2023 12:08,41,41,59,0
1/14/2023 12:23,42,42,60,0
1/14/2023 12:38,43,43,61,0
1/14/2023 12:53,44,44,60,0
1/14/2023 13:08,45,43,59,0
1/14/2023 13:23,44,42,58,0
1/14/2023 13:38,45,43,57,0
1/14/2023 13:53,46,42,58,0
1/14/2023 14:08,45,43,59,0
1/14/2023 14:23,44,44,58,0
1/14/2023 14:38,45,43,57,0
1/14/2023 14:53,44,42,58,0
1/14/2023 15:08,45,41,59,0
1/14/2023 15:23,44,42,60,0
1/14/2023 15:38,43,41,59,0
1/14/2023 15:53,44,40,60,0
1/14/2023 16:08,45,41,61,0
1/14/2023 16:23,44,42,60,0
1/14/2023 16:38,45,41,61,0
1/14/2023 16:53,44,40,62,0
1/14/2023 17:08,45,39,63,0
1/14/2023 17:23,46,38,64,0
1/14/2023 17:38,45,37,65,0
1/14/2023 17:53,44,38,64,0
1/14/2023 18:08,45,37,65,0
1/14/2023 18:23,46,36,66,0
1/14/2023 18:38,45,37,65,0
1/14/2023 18:53,46,36,64,0
1/14/2023 19:08,47,37,65,0
1/14/2023 19:23,48,36,66,0
1/14/2023 19:38,49,35,65,0
1/14/2023 19:53,48,34,64,0
1/14/2023 20:08,49,35,65,0
1/14/2023 20:23,50,34,66,0
1/14/2023 20:38,49,33,67,0
1/14/2023 20:53,50,34,66,0
1/14/2023 21:08,49,35,65,0
1/14/2023 21:23,48,34,66,0
1/14/2023 21:38,49,33,65,0
1/14/2023 21:53,50,34,64,0
1/14/2023 22:08,49,35,63,0
1/14/2023 22:23,48,36,62,0
1/14/2023 22:38,47,37,63,0
1/14/2023 22:53,48,38,62,0
1/14/2023 23:08,47,37,61,0
1/14/2023 23:23,48,38,62,0
1/14/2023 23:38,49,37,61,0
1/14/2023 23:53,48,38,62,0
1/15/2023 0:08,47,39,63,0
1/15/2023 0:23,48,40,64,0
1/15/2023 0:38,47,41,65,0
1/15/2023 0:53,46,42,64,0
1/15/2023 1:08,45,43,65,0
1/15/2023 1:23,44,42,66,0
1/15/2023 1:38,45,41,65,0
1/15/2023 1:53,44,42,64,0
1/15/2023 2:08,43,41,63,0
1/15/2023 2:23,44,42,64,0
1/15/2023 2:38,45,41,63,0
1/15/2023 2:53,44,40,62,0
1/15/2023 3:08,45,41,61,0
1/15/2023 3:23,44,42,62,0
1/15/2023 3:38,45,43,61,0
1/15/2023 3:53,44,42,60,0
1/15/2023 4:08,45,41,61,0
1/15/2023 4:23,44,42,62,0
1/15/2023 4:38,43,41,61,0
1/15/2023 4:53,42,42,60,0
1/15/2023 5:08,43,43,61,0
1/15/2023 5:23,42,44,60,0
1/15/2023 5:38,43,45,59,0
1/15/2023 5:53,42,46,60,0
1/15/2023 6:08,43,47,61,0
1/15/2023 6:23,44,46,60,0
1/15/2023 6:38,43,47,61,0
1/15/2023 6:53,44,48,60,0
1/15/2023 7:08,45,47,59,0
1/15/2023 7:23,44,46,58,0
1/15/2023 7:38,45,47,59,0
1/15/2023 7:53,46,48,60,0
1/15/2023 8:08,47,47,59,0
1/15/2023 8:23,46,46,58,0
1/15/2023 8:38,47,45,57,0
1/15/2023 8:53,46,44,56,0
1/15/2023 9:08,45,45,57,0
1/15/2023 9:23,46,46,58,0
1/15/2023 9:38,45,47,57,0
1/15/2023 9:53,46,46,56,0
1/15/2023 10:08,47,47,55,0
1/15/2023 10:23,48,46,54,0
1/15/2023 10:38,49,47,53,0
1/15/2023 10:53,50,46,54,0
1/15/2023 11:08,49,47,55,0
1/15/2023 11:23,48,46,56,0
1/15/2023 11:38,49,45,57,0
1/15/2023 11:53,50,44,58,0
1/15/2023 12:08,51,45,59,0
1/15/2023 12:23,50,44,60,0
1/15/2023 12:38,49,45,59,0
1/15/2023 12:53,50,46,60,0
1/15/2023 13:08,51,47,59,0
1/15/2023 13:23,52,46,60,0
1/15/2023 13:38,53,45,61,0
1/15/2023 13:53,52,44,60,0
1/15/2023 14:08,53,43,59,0
1/15/2023 14:23,54,42,58,0
1/15/2023 14:38,55,43,59,0
1/15/2023 14:53,56,42,58,0
1/15/2023 15:08,57,41,57,0
1/15/2023 15:23,56,40,56,0
1/15/2023 15:38,57,41,55,0
1/15/2023 15:53,58,42,56,0
1/15/2023 16:08,57,43,57,0
1/15/2023 16:23,58,44,58,0
1/15/2023 16:38,57,43,59,0
1/15/2023 16:53,56,44,58,0
1/15/2023 17:08,57,43,57,0
1/15/2023 17:23,58,42,58,0
1/15/2023 17:38,59,41,59,0
1/15/2023 17:53,60,42,60,0
1/15/2023 18:08,59,43,61,0
1/15/2023 18:23,58,44,60,0
1/15/2023 18:38,59,45,61,0
1/15/2023 18:53,58,44,60,0
1/15/2023 19:08,59,43,61,0
1/15/2023 19:23,58,44,62,0
1/15/2023 19:38,59,43,63,0
1/15/2023 19:53,60,42,62,0
1/15/2023 20:08,61,43,61,0
1/15/2023 20:23,60,44,62,0
1/15/2023 20:38,59,45,63,0
1/15/2023 20:53,60,46,62,0
1/15/2023 21:08,59,45,61,0
1/15/2023 21:23,60,46,60,0
1/15/2023 21:38,59,47,61,0
1/15/2023 21:53,58,46,60,0
1/15/2023 22:08,59,47,59,0
1/15/2023 22:23,58,48,60,0
1/15/2023 22:38,59,49,59,0
1/15/2023 22:53,58,50,60,0
1/15/2023 23:08,57,51,61,0
1/15/2023 23:23,56,52,62,0
1/15/2023 23:38,55,53,63,0
1/15/2023 23:53,56,54,62,0
1/16/2023 0:08,57,55,61,0
1/16/2023 0:23,58,54,62,0
1/16/2023 0:38,57,55,61,0
1/16/2023 0:53,56,54,60,0
1/16/2023 1:08,57,55,59,0
1/16/2023 1:23,56,54,60,0
1/16/2023 1:38,55,55,59,0
1/16/2023 1:53,54,56,60,0
1/16/2023 2:08,55,55,61,0
1/16/2023 2:23,56,54,60,0
1/16/2023 2:38,55,53,59,0
1/16/2023 2:53,54,54,58,0
1/16/2023 3:08,53,55,59,0
1/16/2023 3:23,52,54,60,0
1/16/2023 3:38,51,55,61,0
1/16/2023 3:53,52,54,62,0
1/16/2023 4:08,51,55,63,0
1/16/2023 4:23,50,54,64,0
1/16/2023 4:38,51,55,65,0
1/16/2023 4:53,52,56,66,0
1/16/2023 5:08,53,57,67,0
1/16/2023 5:23,54,58,66,0
1/16/2023 5:38,53,59,65,0
1/16/2023 5:53,52,60,64,0
1/16/2023 6:08,53,61,65,0
1/16/2023 6:23,52,60,64,0
1/16/2023 6:38,53,61,65,0
1/16/2023 6:53,54,62,66,0
1/16/2023 7:08,55,61,65,0
1/16/2023 7:23,56,60,66,0
1/16/2023 7:38,55,61,65,0
1/16/2023 7:53,54,62,66,0
1/16/2023 8:08,53,63,67,0
1/16/2023 8:23,54,64,68,0
1/16/2023 8:38,53,65,69,0
1/16/2023 8:53,54,64,68,0
1/16/2023 9:08,53,63,67,0
1/16/2023 9:23,52,64,68,0
1/16/2023 9:38,53,65,67,0
1/16/2023 9:53,54,64,66,0
1/16/2023 10:08,53,65,67,0
1/16/2023 10:23,54,64,68,0
1/16/2023 10:38,53,65,69,0
1/16/2023 10:53,52,66,68,0
1/16/2023 11:08,51,65,69,0
1/16/2023 11:23,52,64,68,0
1/16/2023 11:38,51,65,69,0
1/16/2023 11:53,52,66,68,0
1/16/2023 12:08,53,67,69,0
1/16/2023 12:23,52,68,70,0
1/16/2023 12:38,53,67,71,0
1/16/2023 12:53,52,68,70,0
1/16/2023 13:08,51,67,69,0
1/16/2023 13:23,52,66,70,0
1/16/2023 13:38,51,65,71,0
1/16/2023 13:53,50,66,70,0
1/16/2023 14:08,51,65,71,0
1/16/2023 14:23,52,66,72,0
1/16/2023 14:38,51,65,73,0
1/16/2023 14:53,50,66,72,0
1/16/2023 15:08,51,65,71,0
1/16/2023 15:23,52,66,72,0
1/16/2023 15:38,53,67,73,0
1/16/2023 15:53,52,66,74,0
1/16/2023 16:08,51,67,73,0
1/16/2023 16:23,50,66,74,0
1/16/2023 16:38,51,67,75,0
1/16/2023 16:53,50,66,74,0
1/16/2023 17:08,49,65,73,0
1/16/2023 17:23,48,64,74,0
1/16/2023 17:38,47,63,73,0
1/16/2023 17:53,48,64,72,0
1/16/2023 18:08,47,63,73,0
1/16/2023 18:23,48,64,72,0
1/16/2023 18:38,47,63,71,0
1/16/2023 18:53,48,62,72,0
1/16/2023 19:08,47,61,71,0
1/16/2023 19:23,46,62,72,0
1/16/2023 19:38,47,61,71,0
1/16/2023 19:53,48,62,70,0
1/16/2023 20:08,47,63,71,0
1/16/2023 20:23,46,64,70,0
1/16/2023 20:38,45,65,71,0
1/16/2023 20:53,44,66,70,0
1/16/2023 21:08,43,65,71,0
1/16/2023 21:23,44,66,70,0
1/16/2023 21:38,43,65,71,0
1/16/2023 21:53,44,64,72,0
1/16/2023 22:08,45,65,71,0
1/16/2023 22:23,46,66,72,0
1/16/2023 22:38,45,67,71,0
1/16/2023 22:53,44,66,72,0
1/16/2023 23:08,45,65,73,0
1/16/2023 23:23,44,66,72,0
1/16/2023 23:38,43,67,71,0
1/16/2023 23:53,42,66,70,0
1/17/2023 0:08,41,67,69,0
1/17/2023 0:23,40,68,68,0
1/17/2023 0:38,41,67,67,0
1/17/2023 0:53,42,66,66,0
1/17/2023 1:08,41,67,67,0
1/17/2023 1:23,40,68,68,0
1/17/2023 1:38,41,69,67,0
1/17/2023 1:53,40,68,66,0
1/17/2023 2:08,39,69,67,0
1/17/2023 2:23,40,68,68,0
1/17/2023 2:38,41,67,67,0
1/17/2023 2:53,40,68,68,0
1/17/2023 3:08,39,67,69,0
1/17/2023 3:23,38,66,68,0
1/17/2023 3:38,37,65,69,0
1/17/2023 3:53,38,64,70,0
1/17/2023 4:08,39,65,71,0
1/17/2023 4:23,38,64,70,0
1/17/2023 4:38,37,63,71,0
1/17/2023 4:53,36,62,72,0
1/17/2023 5:08,37,61,73,0
1/17/2023 5:23,38,62,74,0
1/17/2023 5:38,39,63,73,0
1/17/2023 5:53,38,62,74,0
1/17/2023 6:08,39,63,73,0
1/17/2023 6:23,38,64,72,0
1/17/2023 6:38,37,63,73,0
1/17/2023 6:53,38,64,74,0
1/17/2023 7:08,37,63,73,0
1/17/2023 7:23,38,64,74,0
1/17/2023 7:38,39,63,73,0
1/17/2023 7:53,38,62,72,0
1/17/2023 8:08,39,63,71,0
1/17/2023 8:23,40,64,72,0
1/17/2023 8:38,41,63,73,0
1/17/2023 8:53,40,62,74,0
1/17/2023 9:08,39,63,73,0
1/17/2023 9:23,38,62,72,0
1/17/2023 9:38,37,61,73,0
1/17/2023 9:53,38,60,74,0
1/17/2023 10:08,39,61,75,0
1/17/2023 10:23,40,60,76,0
1/17/2023 10:38,41,61,75,0
1/17/2023 10:53,40,62,76,0
1/17/2023 11:08,39,61,75,0
1/17/2023 11:23,38,60,74,0
1/17/2023 11:38,39,61,73,0
1/17/2023 11:53,38,60,72,0
1/17/2023 12:08,37,59,73,0
1/17/2023 12:23,38,60,74,0
1/17/2023 12:38,37,61,75,0
1/17/2023 12:53,38,62,74,0
1/17/2023 13:08,39,61,73,0
1/17/2023 13:23,38,60,72,0
1/17/2023 13:38,37,59,73,0
1/17/2023 13:53,36,60,72,0
1/17/2023 14:08,37,61,73,0
1/17/2023 14:23,36,62,74,0
1/17/2023 14:38,35,63,75,0
1/17/2023 14:53,36,64,76,0
1/17/2023 15:08,37,63,75,0
1/17/2023 15:23,36,64,74,0
1/17/2023 15:38,35,63,73,0
1/17/2023 15:53,34,64,72,0
1/17/2023 16:08,33,65,71,0
1/17/2023 16:23,34,66,72,0
1/17/2023 16:38,33,67,73,0
1/17/2023 16:53,34,68,74,0
1/17/2023 17:08,33,67,73,0
1/17/2023 17:23,32,68,72,0
1/17/2023 17:38,33,67,71,0
1/17/2023 17:53,32,66,72,0
1/17/2023 18:08,33,67,73,0
1/17/2023 18:23,32,68,74,0
1/17/2023 18:38,31,69,73,0
1/17/2023 18:53,30,68,72,0
1/17/2023 19:08,31,69,71,0
1/17/2023 19:23,30,70,72,0
1/17/2023 19:38,30,71,71,0
1/17/2023 19:53,30,70,70,0
1/17/2023 20:08,30,71,69,0
1/17/2023 20:23,30,70,70,0
1/17/2023 20:38,31,69,71,0
1/17/2023 20:53,30,70,70,0
1/17/2023 21:08,31,71,71,0
1/17/2023 21:23,30,70,70,0
1/17/2023 21:38,31,69,69,0
1/17/2023 21:53,30,70,70,0
1/17/2023 22:08,31,71,71,0
1/17/2023 22:23,30,70,72,0
1/17/2023 22:38,31,69,71,0
1/17/2023 22:53,32,68,70,0
1/17/2023 23:08,31,67,69,0
1/17/2023 23:23,30,66,70,0
1/17/2023 23:38,30,67,71,0
1/17/2023 23:53,30,68,70,0
1/18/2023 0:08,30,69,69,0
1/18/2023 0:23,31,68,70,0
1/18/2023 0:38,30,69,71,0
1/18/2023 0:53,30,68,72,0
1/18/2023 1:08,30,69,71,0
1/18/2023 1:23,30,70,72,0
1/18/2023 1:38,30,71,71,0
1/18/2023 1:53,31,70,70,0
1/18/2023 2:08,30,69,69,0
1/18/2023 2:23,30,68,70,0
1/18/2023 2:38,30,69,71,0
1/18/2023 2:53,31,68,72,0
1/18/2023 3:08,30,67,71,0
1/18/2023 3:23,30,68,72,0
1/18/2023 3:38,31,67,73,0
1/18/2023 3:53,32,68,72,0
1/18/2023 4:08,33,69,71,0
1/18/2023 4:23,32,70,72,0
1/18/2023 4:38,33,71,71,0
1/18/2023 4:53,32,70,70,0
1/18/2023 5:08,31,69,71,0
1/18/2023 5:23,32,70,70,0
1/18/2023 5:38,33,71,69,0
1/18/2023 5:53,34,72,70,0
1/18/2023 6:08,35,73,71,0
1/18/2023 6:23,34,72,72,0
1/18/2023 6:38,33,71,71,0
1/18/2023 6:53,32,70,72,0
1/18/2023 7:08,33,71,71,0
1/18/2023 7:23,34,70,70,0
1/18/2023 7:38,33,71,71,0
1/18/2023 7:53,34,72,70,0
1/18/2023 8:08,33,73,69,0
1/18/2023 8:23,32,74,70,0
1/18/2023 8:38,33,73,69,0
1/18/2023 8:53,32,74,70,0
1/18/2023 9:08,31,75,69,0
1/18/2023 9:23,32,76,70,0
1/18/2023 9:38,33,77,71,0
1/18/2023 9:53,34,78,72,0
1/18/2023 10:08,35,77,71,0
1/18/2023 10:23,36,76,72,0
1/18/2023 10:38,35,75,73,0
1/18/2023 10:53,36,74,72,0
1/18/2023 11:08,37,75,71,0
1/18/2023 11:23,38,74,70,0
1/18/2023 11:38,37,75,69,0
1/18/2023 11:53,38,74,70,0
1/18/2023 12:08,37,75,69,0
1/18/2023 12:23,36,74,70,0
1/18/2023 12:38,35,73,71,0
1/18/2023 12:53,36,72,72,0
1/18/2023 13:08,35,71,71,0
1/18/2023 13:23,36,70,70,0
1/18/2023 13:38,37,69,69,0
1/18/2023 13:53,36,70,70,0
1/18/2023 14:08,37,71,69,0
1/18/2023 14:23,36,72,70,0
1/18/2023 14:38,35,73,71,0
1/18/2023 14:53,34,74,72,0
1/18/2023 15:08,35,75,73,0
1/18/2023 15:23,36,74,74,0
1/18/2023 15:38,35,73,73,0
1/18/2023 15:53,34,74,72,0
1/18/2023 16:08,33,73,73,0
1/18/2023 16:23,32,72,74,0
1/18/2023 16:38,33,71,75,0
1/18/2023 16:53,34,72,76,0
1/18/2023 17:08,33,71,75,0
1/18/2023 17:23,32,72,74,0
1/18/2023 17:38,33,73,75,0
1/18/2023 17:53,32,72,74,0
1/18/2023 18:08,33,73,75,0
1/18/2023 18:23,34,74,74,0
1/18/2023 18:38,33,73,73,0
1/18/2023 18:53,32,72,74,0
1/18/2023 19:08,31,73,73,0
1/18/2023 19:23,32,74,74,0
1/18/2023 19:38,31,73,73,0
1/18/2023 19:53,32,74,74,0
1/18/2023 20:08,31,75,73,0
1/18/2023 20:23,32,74,72,0
1/18/2023 20:38,31,75,71,0
1/18/2023 20:53,30,76,72,0
1/18/2023 21:08,30,75,73,0
1/18/2023 21:23,30,74,72,0
1/18/2023 21:38,31,73,71,0
1/18/2023 21:53,32,72,70,0
1/18/2023 22:08,31,71,69,0
1/18/2023 22:23,30,72,68,0
1/18/2023 22:38,31,73,69,0
1/18/2023 22:53,30,72,70,0
1/18/2023 23:08,31,71,71,0
1/18/2023 23:23,32,70,72,0
1/18/2023 23:38,33,69,71,0
1/18/2023 23:53,32,70,72,0
1/19/2023 0:08,33,69,73,0
1/19/2023 0:23,34,70,72,0
1/19/2023 0:38,35,69,73,0
1/19/2023 0:53,34,70,72,0
1/19/2023 1:08,35,69,71,0
1/19/2023 1:23,34,68,70,0
1/19/2023 1:38,35,67,69,0
1/19/2023 1:53,36,68,70,0
1/19/2023 2:08,35,67,69,0
1/19/2023 2:23,36,68,70,0
1/19/2023 2:38,37,67,71,0
1/19/2023 2:53,38,68,70,0
1/19/2023 3:08,39,67,71,0
1/19/2023 3:23,40,68,72,0
1/19/2023 3:38,41,67,71,0
1/19/2023 3:53,42,68,70,0
1/19/2023 4:08,43,67,69,0
1/19/2023 4:23,42,68,70,0
1/19/2023 4:38,41,67,71,0
1/19/2023 4:53,42,66,72,0
1/19/2023 5:08,41,67,71,0
1/19/2023 5:23,42,66,70,0
1/19/2023 5:38,43,67,69,0
1/19/2023 5:53,42,66,68,0
1/19/2023 6:08,41,67,67,0
1/19/2023 6:23,42,68,68,0
1/19/2023 6:38,41,67,67,0
1/19/2023 6:53,42,68,68,0
1/19/2023 7:08,43,69,67,0
1/19/2023 7:23,44,70,66,0
1/19/2023 7:38,45,69,65,0
1/19/2023 7:53,46,70,64,0
1/19/2023 8:08,47,69,65,0
1/19/2023 8:23,46,68,64,0
1/19/2023 8:38,47,67,63,0
1/19/2023 8:53,46,66,62,0
1/19/2023 9:08,45,67,63,0
1/19/2023 9:23,44,66,62,0
1/19/2023 9:38,45,67,61,0
1/19/2023 9:53,46,68,62,0
1/19/2023 10:08,45,67,61,0
1/19/2023 10:23,44,66,62,0
1/19/2023 10:38,43,67,61,0
1/19/2023 10:53,44,68,60,0
1/19/2023 11:08,43,69,59,0
1/19/2023 11:23,42,68,60,0
1/19/2023 11:38,41,69,61,0
1/19/2023 11:53,42,70,60,0
1/19/2023 12:08,41,69,61,0
1/19/2023 12:23,42,68,62,0
1/19/2023 12:38,43,67,63,0
1/19/2023 12:53,44,68,64,0
1/19/2023 13:08,43,69,63,0
1/19/2023 13:23,42,68,62,0
1/19/2023 13:38,43,67,61,0
1/19/2023 13:53,42,68,62,0
1/19/2023 14:08,41,69,61,0
1/19/2023 14:23,40,68,62,0
1/19/2023 14:38,41,67,63,0
1/19/2023 14:53,42,68,62,0
1/19/2023 15:08,41,67,61,0
1/19/2023 15:23,42,66,60,0
1/19/2023 15:38,41,67,61,0
1/19/2023 15:53,40,66,62,0
1/19/2023 16:08,41,65,63,0
1/19/2023 16:23,42,64,62,0
1/19/2023 16:38,41,63,63,0
1/19/2023 16:53,40,62,62,0
1/19/2023 17:08,39,61,61,0
1/19/2023 17:23,40,60,62,0
1/19/2023 17:38,39,61,61,0
1/19/2023 17:53,40,60,60,0
1/19/2023 18:08,41,61,59,0
1/19/2023 18:23,42,60,60,0
1/19/2023 18:38,43,61,61,0
1/19/2023 18:53,42,60,62,0
1/19/2023 19:08,41,61,61,0
1/19/2023 19:23,42,60,60,0
1/19/2023 19:38,43,59,59,0
1/19/2023 19:53,42,60,60,0
1/19/2023 20:08,41,59,59,0
1/19/2023 20:23,42,60,58,0
1/19/2023 20:38,43,61,59,0
1/19/2023 20:53,44,60,60,0
1/19/2023 21:08,45,61,61,0
1/19/2023 21:23,44,60,62,0
1/19/2023 21:38,45,59,61,0
1/19/2023 21:53,46,60,62,0
1/19/2023 22:08,47,61,63,0
1/19/2023 22:23,48,60,64,0
1/19/2023 22:38,47,61,63,18
1/19/2023 22:53,48,60,62,19
1/19/2023 23:08,49,61,61,18
1/19/2023 23:23,50,60,60,17
1/19/2023 23:38,49,61,59,16
1/19/2023 23:53,48,62,60,17
1/20/2023 0:08,49,61,59,16
1/20/2023 0:23,48,62,58,17
1/20/2023 0:38,49,61,57,18
1/20/2023 0:53,48,62,56,17
1/20/2023 1:08,49,63,55,16
1/20/2023 1:23,48,62,54,15
1/20/2023 1:38,47,63,53,14
1/20/2023 1:53,48,64,52,13
1/20/2023 2:08,47,63,51,14
1/20/2023 2:23,46,62,50,15
1/20/2023 2:38,45,63,49,14
1/20/2023 2:53,46,62,50,15
1/20/2023 3:08,47,63,49,14
1/20/2023 3:23,48,62,48,13
1/20/2023 3:38,49,61,47,12
1/20/2023 3:53,48,62,48,13
1/20/2023 4:08,47,61,49,12
1/20/2023 4:23,46,62,48,11
1/20/2023 4:38,45,61,47,10
1/20/2023 4:53,46,62,46,11
1/20/2023 5:08,47,63,45,12
1/20/2023 5:23,46,64,44,13
1/20/2023 5:38,47,63,45,14
1/20/2023 5:53,46,62,44,15
1/20/2023 6:08,45,63,45,14
1/20/2023 6:23,44,64,44,13
1/20/2023 6:38,43,63,43,12
1/20/2023 6:53,44,64,44,11
1/20/2023 7:08,45,65,43,10
1/20/2023 7:23,46,66,42,11
1/20/2023 7:38,47,65,43,12
1/20/2023 7:53,48,66,42,11
1/20/2023 8:08,49,65,41,10
1/20/2023 8:23,48,66,40,10
1/20/2023 8:38,47,67,41,11
1/20/2023 8:53,46,68,42,10
1/20/2023 9:08,45,67,43,11
1/20/2023 9:23,46,66,42,12
1/20/2023 9:38,47,65,41,11
1/20/2023 9:53,48,64,42,12
1/20/2023 10:08,49,65,41,11
1/20/2023 10:23,48,64,42,12
1/20/2023 10:38,47,65,43,11
1/20/2023 10:53,48,64,42,12
1/20/2023 11:08,47,65,41,13
1/20/2023 11:23,46,64,42,12
1/20/2023 11:38,45,65,43,13
1/20/2023 11:53,46,64,42,14
1/20/2023 12:08,45,65,43,13
1/20/2023 12:23,46,66,42,14
1/20/2023 12:38,45,65,41,15
1/20/2023 12:53,46,66,40,14
1/20/2023 13:08,45,65,41,15
1/20/2023 13:23,46,66,40,16
1/20/2023 13:38,45,65,39,15
1/20/2023 13:53,44,66,38,14
1/20/2023 14:08,43,65,39,15
1/20/2023 14:23,42,64,38,14
1/20/2023 14:38,43,65,37,13
1/20/2023 14:53,44,66,36,12
1/20/2023 15:08,43,65,35,13
1/20/2023 15:23,42,64,34,12
1/20/2023 15:38,41,63,33,13
1/20/2023 15:53,42,62,34,12
1/20/2023 16:08,43,61,33,11
1/20/2023 16:23,42,60,34,12
1/20/2023 16:38,43,59,33,11
1/20/2023 16:53,42,60,34,12
1/20/2023 17:08,43,61,33,11
1/20/2023 17:23,42,62,34,10
1/20/2023 17:38,41,63,35,10
1/20/2023 17:53,40,62,36,10
1/20/2023 18:08,39,61,35,11
1/20/2023 18:23,38,60,34,10
1/20/2023 18:38,39,59,35,10
1/20/2023 18:53,38,60,34,11
1/20/2023 19:08,37,61,35,12
1/20/2023 19:23,36,60,36,13
1/20/2023 19:38,37,59,37,14
1/20/2023 19:53,36,58,36,15
1/20/2023 20:08,35,57,35,14
1/20/2023 20:23,36,56,34,15
1/20/2023 20:38,35,55,35,14
1/20/2023 20:53,36,56,36,13
1/20/2023 21:08,35,57,35,14
1/20/2023 21:23,34,56,34,15
1/20/2023 21:38,35,57,35,14
1/20/2023 21:53,36,56,34,13
1/20/2023 22:08,35,55,33,12
1/20/2023 22:23,36,54,32,11
1/20/2023 22:38,37,55,31,10
1/20/2023 22:53,36,56,32,10
1/20/2023 23:08,37,57,33,10
1/20/2023 23:23,38,58,32,11
1/20/2023 23:38,37,57,33,10
1/20/2023 23:53,38,56,32,10
1/21/2023 0:08,37,57,33,11
1/21/2023 0:23,38,56,32,10
1/21/2023 0:38,37,55,33,10
1/21/2023 0:53,36,56,34,11
1/21/2023 1:08,35,57,33,10
1/21/2023 1:23,36,58,32,10
1/21/2023 1:38,37,57,33,11
1/21/2023 1:53,38,56,34,12
1/21/2023 2:08,37,57,33,13
1/21/2023 2:23,38,56,32,12
1/21/2023 2:38,39,55,33,13
1/21/2023 2:53,38,56,32,12
1/21/2023 3:08,37,57,31,11
