Date,satsp,oat
2/16/2023 13:21,64,57
2/16/2023 13:36,65,56
2/16/2023 13:51,64,55
2/16/2023 14:06,63,54
2/16/2023 14:21,64,53
2/16/2023 14:36,63,52
2/16/2023 14:51,64,51
2/16/2023 15:06,65,50
2/16/2023 15:21,64,51
2/16/2023 15:36,63,52
2/16/2023 15:51,64,51
2/16/2023 16:06,63,50
2/16/2023 16:21,64,49
2/16/2023 16:36,63,48
2/16/2023 16:51,62,49
2/16/2023 17:06,63,50
2/16/2023 17:21,64,51
2/16/2023 17:36,65,50
2/16/2023 17:51,64,49
2/16/2023 18:06,63,48
2/16/2023 18:21,62,47
2/16/2023 18:36,63,48
2/16/2023 18:51,64,47
2/16/2023 19:06,63,46
2/16/2023 19:21,64,47
2/16/2023 19:36,65,46
2/16/2023 19:51,66,47
2/16/2023 20:06,65,46
2/16/2023 20:21,66,45
2/16/2023 20:36,67,46
2/16/2023 20:51,66,45
2/16/2023 21:06,65,46
2/16/2023 21:21,64,45
2/16/2023 21:36,65,46
2/16/2023 21:51,66,45
2/16/2023 22:06,67,46
2/16/2023 22:21,68,47
2/16/2023 22:36,69,46
2/16/2023 22:51,68,47
2/16/2023 23:06,67,46
2/16/2023 23:21,66,47
2/16/2023 23:36,67,46
2/16/2023 23:51,68,47
2/17/2023 0:06,69,48
2/17/2023 0:21,70,47
2/17/2023 0:36,69,48
2/17/2023 0:51,68,49
2/17/2023 1:06,69,48
2/17/2023 1:21,70,47
2/17/2023 1:36,69,48
2/17/2023 1:51,70,49
2/17/2023 2:06,71,48
2/17/2023 2:21,72,49
2/17/2023 2:36,73,50
2/17/2023 2:51,72,49
2/17/2023 3:06,71,48
2/17/2023 3:21,72,47
2/17/2023 3:36,71,46
2/17/2023 3:51,70,45
2/17/2023 4:06,69,46
2/17/2023 4:21,70,45
2/17/2023 4:36,71,46
2/17/2023 4:51,70,45
2/17/2023 5:06,71,46
2/17/2023 5:21,70,45
2/17/2023 5:36,71,46
2/17/2023 5:51,72,45
2/17/2023 6:06,73,46
2/17/2023 6:21,72,45
2/17/2023 6:36,71,44
2/17/2023 6:51,70,43
2/17/2023 7:06,71,44
2/17/2023 7:21,70,45
2/17/2023 7:36,69,44
2/17/2023 7:51,70,45
2/17/2023 8:06,71,46
2/17/2023 8:21,70,47
2/17/2023 8:36,69,48
2/17/2023 8:51,70,49
2/17/2023 9:06,69,50
2/17/2023 9:21,68,49
2/17/2023 9:36,67,48
2/17/2023 9:51,68,47
2/17/2023 10:06,67,48
2/17/2023 10:21,68,47
2/17/2023 10:36,69,46
2/17/2023 10:51,70,45
2/17/2023 11:06,69,44
2/17/2023 11:21,68,45
2/17/2023 11:36,69,44
2/17/2023 11:51,70,45
2/17/2023 12:06,69,46
2/17/2023 12:21,68,45
2/17/2023 12:36,67,44
2/17/2023 12:51,68,43
2/17/2023 13:06,67,42
2/17/2023 13:21,66,43
2/17/2023 13:36,67,42
2/17/2023 13:51,68,41
2/17/2023 14:06,69,42
2/17/2023 14:21,70,41
2/17/2023 14:36,69,42
2/17/2023 14:51,70,41
2/17/2023 15:06,71,42
2/17/2023 15:21,70,41
2/17/2023 15:36,71,40
2/17/2023 15:51,70,41
2/17/2023 16:06,71,42
2/17/2023 16:21,70,41
2/17/2023 16:36,69,40
2/17/2023 16:51,70,41
2/17/2023 17:06,69,42
2/17/2023 17:21,70,41
2/17/2023 17:36,69,42
2/17/2023 17:51,68,43
2/17/2023 18:06,67,44
2/17/2023 18:21,66,45
2/17/2023 18:36,67,44
2/17/2023 18:51,66,43
2/17/2023 19:06,67,44
2/17/2023 19:21,68,43
2/17/2023 19:36,67,44
2/17/2023 19:51,68,43
2/17/2023 20:06,69,44
2/17/2023 20:21,70,45
2/17/2023 20:36,69,46
2/17/2023 20:51,68,47
2/17/2023 21:06,67,46
2/17/2023 21:21,66,47
2/17/2023 21:36,67,46
2/17/2023 21:51,66,45
2/17/2023 22:06,65,46
2/17/2023 22:21,64,47
2/17/2023 22:36,65,48
2/17/2023 22:51,64,47
2/17/2023 23:06,63,48
2/17/2023 23:21,62,47
2/17/2023 23:36,61,46
2/17/2023 23:51,60,47
2/18/2023 0:06,60,46
2/18/2023 0:21,61,45
2/18/2023 0:36,62,44
2/18/2023 0:51,63,43
2/18/2023 1:06,62,42
2/18/2023 1:21,61,43
2/18/2023 1:36,60,44
2/18/2023 1:51,61,43
2/18/2023 2:06,62,42
2/18/2023 2:21,61,41
2/18/2023 2:36,60,42
2/18/2023 2:51,60,41
2/18/2023 3:06,60,42
2/18/2023 3:21,61,41
2/18/2023 3:36,62,42
2/18/2023 3:51,61,41
2/18/2023 4:06,60,42
2/18/2023 4:21,61,43
2/18/2023 4:36,62,44
2/18/2023 4:51,63,43
2/18/2023 5:06,64,42
2/18/2023 5:21,65,41
2/18/2023 5:36,64,42
2/18/2023 5:51,65,43
2/18/2023 6:06,64,42
2/18/2023 6:21,63,43
2/18/2023 6:36,62,44
2/18/2023 6:51,63,45
2/18/2023 7:06,64,44
2/18/2023 7:21,65,43
2/18/2023 7:36,64,42
2/18/2023 7:51,63,43
2/18/2023 8:06,64,42
2/18/2023 8:21,65,41
2/18/2023 8:36,64,40
2/18/2023 8:51,63,41
2/18/2023 9:06,62,40
2/18/2023 9:21,63,39
2/18/2023 9:36,64,38
2/18/2023 9:51,63,37
2/18/2023 10:06,62,36
